0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-2938.561492	-3049.202627	-2879.552886	-2843.477171	-65393.604683	-56978.530524	-61223.998514	-70134.253220
-577.077338	-2713.501777	-2466.604408	-2701.029503	-29802.162028	-59735.618202	-43764.335664	-56233.010439
-5299.755073	-5777.009520	-5699.672484	-5617.753341	-129595.660221	-112469.597157	-119764.893623	-135965.169783
-6099.344027	-5626.224652	-5864.695414	-5667.173048	-59753.276080	-119717.195000	-86340.609055	-113122.201040
-5627.230481	-6005.623162	-5683.422766	-5615.227594	-129592.799198	-112466.356154	-119761.697324	-135961.861725
270.769032	-5392.693626	-4559.152372	-5347.453695	-59601.463032	-119419.447412	-87770.785424	-112336.783092
-2938.561492	-3049.202627	-2879.552886	-2843.477171	-65393.604683	-56978.530524	-61223.998514	-70134.253220
-577.077338	-2713.501777	-2466.604408	-2701.029503	-29802.162028	-59735.618202	-43764.335664	-56233.010439
-5299.755073	-5777.009520	-5699.672484	-5617.753341	-129595.660221	-112469.597157	-119764.893623	-135965.169783
-6099.344027	-5626.224652	-5864.695414	-5667.173048	-59753.276080	-119717.195000	-86340.609055	-113122.201040
-5627.230481	-6005.623162	-5683.422766	-5615.227594	-129592.799198	-112466.356154	-119761.697324	-135961.861725
270.769032	-5392.693626	-4559.152372	-5347.453695	-59601.463032	-119419.447412	-87770.785424	-112336.783092
-2890.482889	-4555.643148	-5711.094226	-5624.436513	-129599.258852	-112475.788590	-119769.185158	-135969.014283
-3528.356973	-5521.417322	-5375.862762	-5528.413418	-59669.971129	-119588.471304	-86961.160536	-112778.252396
-6391.637789	-6454.356784	-5684.160374	-5613.215937	-129592.665087	-112464.545663	-119761.362047	-135961.526449
-4515.566470	-5549.580520	-5571.172305	-5560.555227	-59713.601734	-119616.656854	-86842.182200	-112854.471845
-3190.085672	-4745.632976	-5704.969848	-5626.805797	-129601.471675	-112477.576730	-119770.973297	-135970.690664
1103.639734	-5377.740309	-4402.891326	-5329.594651	-59575.758526	-119404.136467	-87849.172991	-112291.632568
-5272.575351	-5760.469229	-5697.884345	-5615.428760	-129593.313288	-112466.803189	-119762.278469	-135962.107594
-6092.236172	-5625.487045	-5862.549646	-5666.256626	-59750.660926	-119715.898599	-86341.972511	-113120.725825
-5658.321757	-6022.454026	-5684.808574	-5616.412236	-129593.961488	-112467.004355	-119762.658449	-135962.264056
210.911061	-5396.113443	-4569.255360	-5351.409954	-59603.027654	-119422.822526	-87764.906915	-112343.488615
-2878.636465	-4548.132962	-5711.787130	-5624.928251	-129599.683535	-112475.743887	-119769.341620	-135968.544897
-3462.776955	-5519.025686	-5360.507114	-5525.418285	-59666.797181	-119585.118542	-86976.046798	-112770.384582
-6390.207278	-6452.993328	-5684.003911	-5612.835957	-129592.195701	-112463.651593	-119760.669143	-135960.185344
-6391.637789	-6454.356784	-5684.160374	-5613.215937	-129592.665087	-112464.545663	-119761.362047	-135961.526449
-4515.566470	-5549.580520	-5571.172305	-5560.555227	-59713.601734	-119616.656854	-86842.182200	-112854.471845
-3190.085672	-4745.632976	-5704.969848	-5626.805797	-129601.471675	-112477.576730	-119770.973297	-135970.690664
1103.639734	-5377.740309	-4402.891326	-5329.594651	-59575.758526	-119404.136467	-87849.172991	-112291.632568
-5272.575351	-5760.469229	-5697.884345	-5615.428760	-129593.313288	-112466.803189	-119762.278469	-135962.107594
-6092.236172	-5625.487045	-5862.549646	-5666.256626	-59750.660926	-119715.898599	-86341.972511	-113120.725825
-5658.321757	-6022.454026	-5684.808574	-5616.412236	-129593.961488	-112467.004355	-119762.658449	-135962.264056
